Id,Name,Type,Address
80417eae-0ef3-4ba2-88b1-4c31b49357ad,스타벅스 종로구3호점,스타벅스,광주시 종로구 28길 60
3430be37-13ab-4a71-bd11-2a75242c711a,스타벅스 동남구2호점,스타벅스,부산시 동남구 54길 85
921356c5-a04e-479f-aaea-908ee8afb98a,할리스 도봉구9호점,할리스,화성시 도봉구 71길 77
93d5b2c5-9921-4078-803a-6c877a116676,카페베네 강동구5호점,카페베네,성남시 강동구 40길 20
00c2aa6b-b381-4df9-ba05-9a29ad849c6c,카페베네 강서구1호점,카페베네,평택시 강서구 79길 34
2311e633-6a27-488a-b6d7-0cc671fc7ac6,스타벅스 도봉구2호점,스타벅스,성남시 도봉구 95길 24
d896efc0-b073-4fbb-af68-0bfe2ba604d7,스타벅스 북구7호점,스타벅스,용인시 북구 41길 98
e398d1fa-4360-4bec-9388-abff55f38723,파스쿠찌 영도구2호점,파스쿠찌,남양주시 영도구 41길 87
8510f67e-37d8-40a2-afa7-6bf6eb63a4da,빽다방 남구9호점,빽다방,가평시 남구 7길 70
2dec0cb8-4185-43a1-a03e-fe31c8fa248a,할리스 광산구9호점,할리스,시흥시 광산구 52길 86
71adbedc-5041-4c8b-9c07-b65b2ec2ddf6,별다방 강서구2호점,별다방,용인시 강서구 46길 76
ad93ae81-8841-478a-ba6c-907e96c14652,커피빈 양천구5호점,커피빈,가평시 양천구 78길 99
2fe72628-e8db-44ff-9e56-a64f45185b34,빽다방 성북구4호점,빽다방,대구시 성북구 90길 47
d09e2ad7-e3c5-4ab8-8a90-41fead760e56,카페베네 북구9호점,카페베네,화성시 북구 35길 1
